mathcomp_module,mathcomp_cluster,mathlib_module,mathlib_category,name_score,text_score,category_score,graph_score,combined_score,rank
qfpoly,field,Mathlib.FieldTheory.Finite.Polynomial,FieldTheory,0.2857,0.1228,1.0,0.1667,0.2682,1
qfpoly,field,Mathlib.FieldTheory.PrimitiveElement,FieldTheory,0.1111,0.2765,1.0,0.0,0.2439,2
qfpoly,field,Mathlib.Algebra.Polynomial.Monic,Algebra,0.1667,0.2234,1.0,0.0,0.2394,3
qfpoly,field,Mathlib.Algebra.Polynomial.FieldDivision,Algebra,0.2857,0.1056,1.0,0.0,0.2279,4
qfpoly,field,Mathlib.Algebra.Polynomial.Eval.Irreducible,Algebra,0.1429,0.202,1.0,0.0,0.2237,5
qfpoly,field,Mathlib.FieldTheory.KummerPolynomial,FieldTheory,0.25,0.1123,1.0,0.0,0.2199,6
qfpoly,field,Mathlib.FieldTheory.Finite.Valuation,FieldTheory,0.125,0.0881,1.0,0.2,0.2127,7
qfpoly,field,Mathlib.FieldTheory.ChevalleyWarning,FieldTheory,0.1111,0.0702,1.0,0.25,0.2114,8
qfpoly,field,Mathlib.FieldTheory.PolynomialGaloisGroup,FieldTheory,0.2222,0.1085,1.0,0.0,0.2101,9
qfpoly,field,Mathlib.FieldTheory.Galois.Notation,FieldTheory,0.125,0.073,1.0,0.2,0.2067,10
algnum,field,Mathlib.NumberTheory.FunctionField,NumberTheory,0.125,0.0771,1.0,0.25,0.2183,1
algnum,field,Mathlib.NumberTheory.ClassNumber.Finite,NumberTheory,0.125,0.1153,1.0,0.1,0.2036,2
algnum,field,Mathlib.NumberTheory.Wilson,NumberTheory,0.1667,0.1237,1.0,0.0,0.1995,3
algnum,field,Mathlib.NumberTheory.Bertrand,NumberTheory,0.1667,0.1237,1.0,0.0,0.1995,4
algnum,field,Mathlib.NumberTheory.Dioph,NumberTheory,0.1667,0.1237,1.0,0.0,0.1995,5
algnum,field,Mathlib.NumberTheory.Ostrowski,NumberTheory,0.1667,0.1237,1.0,0.0,0.1995,6
algnum,field,Mathlib.NumberTheory.Primorial,NumberTheory,0.1667,0.1237,1.0,0.0,0.1995,7
algnum,field,Mathlib.NumberTheory.Niven,NumberTheory,0.1667,0.1237,1.0,0.0,0.1995,8
algnum,field,Mathlib.NumberTheory.LSeries.ZMod,NumberTheory,0.1111,0.153,1.0,0.0,0.1946,9
algnum,field,Mathlib.NumberTheory.ArithmeticFunction.Moebius,NumberTheory,0.1111,0.0666,1.0,0.1667,0.1933,10
algC,field,Mathlib.FieldTheory.IsAlgClosed.AlgebraicClosure,FieldTheory,0.25,0.0484,1.0,0.0,0.1943,1
algC,field,Mathlib.FieldTheory.IsAlgClosed.Classification,FieldTheory,0.1818,0.0286,1.0,0.0,0.166,2
algC,field,Mathlib.FieldTheory.IsAlgClosed.Spectrum,FieldTheory,0.1818,0.027,1.0,0.0,0.1654,3
algC,field,Mathlib.FieldTheory.IsAlgClosed.Basic,FieldTheory,0.1818,0.0253,1.0,0.0,0.1647,4
algC,field,Mathlib.Algebra.AlgebraicCard,Algebra,0.125,0.0599,1.0,0.0,0.1615,5
algC,field,Mathlib.FieldTheory.IsRealClosed.Basic,FieldTheory,0.0833,0.088,1.0,0.0,0.1602,6
algC,field,Mathlib.Algebra.Polynomial.Cardinal,Algebra,0.0,0.0297,1.0,0.2,0.1519,7
algC,field,Mathlib.FieldTheory.IntermediateField.Algebraic,FieldTheory,0.1,0.0544,1.0,0.0,0.1518,8
algC,field,Mathlib.Algebra.Polynomial.Monic,Algebra,0.0,0.1239,1.0,0.0,0.1496,9
algC,field,Mathlib.Algebra.Module.NatInt,Algebra,0.0,0.1239,1.0,0.0,0.1496,10
separable,field,Mathlib.FieldTheory.Separable,FieldTheory,0.4,0.4164,1.0,0.0,0.3866,1
separable,field,Mathlib.FieldTheory.SeparableClosure,FieldTheory,0.2857,0.38,1.0,0.0,0.3377,2
separable,field,Mathlib.FieldTheory.SeparableDegree,FieldTheory,0.2857,0.3451,1.0,0.0,0.3237,3
separable,field,Mathlib.FieldTheory.PurelyInseparable.Basic,FieldTheory,0.1111,0.3186,1.0,0.0,0.2608,4
separable,field,Mathlib.FieldTheory.PurelyInseparable.Tower,FieldTheory,0.1111,0.3068,1.0,0.0,0.256,5
separable,field,Mathlib.FieldTheory.PurelyInseparable.Exponent,FieldTheory,0.1111,0.3056,1.0,0.0,0.2556,6
separable,field,Mathlib.FieldTheory.Extension,FieldTheory,0.4,0.0839,1.0,0.0,0.2536,7
separable,field,Mathlib.FieldTheory.PurelyInseparable.PerfectClosure,FieldTheory,0.0909,0.2719,1.0,0.0,0.236,8
separable,field,Mathlib.FieldTheory.Finite.Extension,FieldTheory,0.3333,0.0714,1.0,0.0,0.2286,9
separable,field,Mathlib.FieldTheory.KummerExtension,FieldTheory,0.2857,0.0723,1.0,0.0,0.2146,10
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.CyclotomicCharacter,NumberTheory,0.1429,0.3421,1.0,0.0,0.2797,1
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.PrimitiveRoots,NumberTheory,0.125,0.2539,1.0,0.0,0.2391,2
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.Rat,NumberTheory,0.1667,0.217,1.0,0.0,0.2368,3
cyclotomic,field,Mathlib.Algebra.Polynomial.Cardinal,Algebra,0.25,0.0698,1.0,0.1667,0.2362,4
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.Discriminant,NumberTheory,0.1667,0.2064,1.0,0.0,0.2326,5
cyclotomic,field,Mathlib.RingTheory.Polynomial.Cyclotomic.Factorization,RingTheory,0.3333,0.331,0.0,0.0,0.2324,6
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.Basic,NumberTheory,0.1667,0.2044,1.0,0.0,0.2318,7
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.Gal,NumberTheory,0.1667,0.2005,1.0,0.0,0.2302,8
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.Three,NumberTheory,0.1667,0.1839,1.0,0.0,0.2236,9
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.PID,NumberTheory,0.1667,0.1824,1.0,0.0,0.223,10
falgebra,field,Mathlib.Algebra.Polynomial.Module.FiniteDimensional,Algebra,0.4286,0.041,1.0,0.0,0.245,1
falgebra,field,Mathlib.Algebra.Divisibility.Finite,Algebra,0.4,0.0147,1.0,0.0,0.2259,2
falgebra,field,Mathlib.Algebra.Module.Presentation.Finite,Algebra,0.3333,0.0198,1.0,0.0,0.2079,3
falgebra,field,Mathlib.Algebra.Group.Subgroup.Finite,Algebra,0.3333,0.0147,1.0,0.0,0.2059,4
falgebra,field,Mathlib.Algebra.Group.Equiv.Finite,Algebra,0.3333,0.0143,1.0,0.0,0.2057,5
falgebra,field,Mathlib.Algebra.Group.Submonoid.Finite,Algebra,0.3333,0.0143,1.0,0.0,0.2057,6
falgebra,field,Mathlib.Algebra.Module.FinitePresentation,Algebra,0.2857,0.0177,1.0,0.0,0.1928,7
falgebra,field,Mathlib.Algebra.Notation.FiniteSupport,Algebra,0.2857,0.0138,1.0,0.0,0.1912,8
falgebra,field,Mathlib.Algebra.Group.ConjFinite,Algebra,0.2857,0.0131,1.0,0.0,0.191,9
falgebra,field,Mathlib.Algebra.Group.Pointwise.Set.Finite,Algebra,0.2857,0.0113,1.0,0.0,0.1903,10
closed_field,field,Mathlib.FieldTheory.IsSepClosed,FieldTheory,0.25,0.267,1.0,0.0,0.2818,1
closed_field,field,Mathlib.FieldTheory.Minpoly.IsIntegrallyClosed,FieldTheory,0.2222,0.1734,1.0,0.0,0.236,2
closed_field,field,Mathlib.FieldTheory.IsAlgClosed.Classification,FieldTheory,0.2222,0.1439,1.0,0.0,0.2242,3
closed_field,field,Mathlib.FieldTheory.IsRealClosed.Basic,FieldTheory,0.2222,0.1393,1.0,0.0,0.2224,4
closed_field,field,Mathlib.FieldTheory.IsAlgClosed.Spectrum,FieldTheory,0.2222,0.1361,1.0,0.0,0.2211,5
closed_field,field,Mathlib.FieldTheory.IsAlgClosed.Basic,FieldTheory,0.2222,0.1273,1.0,0.0,0.2176,6
closed_field,field,Mathlib.FieldTheory.IsAlgClosed.AlgebraicClosure,FieldTheory,0.1818,0.1293,1.0,0.0,0.2063,7
closed_field,field,Mathlib.Algebra.Algebra.Field,Algebra,0.25,0.0652,1.0,0.0,0.2011,8
closed_field,field,Mathlib.FieldTheory.Minpoly.Field,FieldTheory,0.1667,0.1038,1.0,0.0,0.1915,9
closed_field,field,Mathlib.FieldTheory.Relrank,FieldTheory,0.1667,0.1029,1.0,0.0,0.1912,10
algebraics_fundamentals,field,Mathlib.NumberTheory.NumberField.Units.DirichletTheorem,NumberTheory,0.0833,0.192,1.0,0.0,0.2018,1
algebraics_fundamentals,field,Mathlib.FieldTheory.AlgebraicClosure,FieldTheory,0.1111,0.1547,1.0,0.0,0.1952,2
algebraics_fundamentals,field,Mathlib.FieldTheory.IntermediateField.Algebraic,FieldTheory,0.1111,0.1378,1.0,0.0,0.1885,3
algebraics_fundamentals,field,Mathlib.NumberTheory.NumberField.CMField,NumberTheory,0.1,0.1378,1.0,0.0,0.1851,4
algebraics_fundamentals,field,Mathlib.Algebra.Lie.LieTheorem,Algebra,0.0,0.208,1.0,0.0,0.1832,5
algebraics_fundamentals,field,Mathlib.FieldTheory.IsAlgClosed.AlgebraicClosure,FieldTheory,0.0769,0.1475,1.0,0.0,0.1821,6
algebraics_fundamentals,field,Mathlib.FieldTheory.Minpoly.IsConjRoot,FieldTheory,0.0,0.117,1.0,0.1667,0.1801,7
algebraics_fundamentals,field,Mathlib.NumberTheory.NumberField.Norm,NumberTheory,0.1111,0.1039,1.0,0.0,0.1749,8
algebraics_fundamentals,field,Mathlib.FieldTheory.IsSepClosed,FieldTheory,0.0,0.1808,1.0,0.0,0.1723,9
algebraics_fundamentals,field,Mathlib.NumberTheory.NumberField.House,NumberTheory,0.1111,0.0962,1.0,0.0,0.1718,10
fieldext,field,Mathlib.FieldTheory.Extension,FieldTheory,0.4,0.049,1.0,0.0,0.2396,1
fieldext,field,Mathlib.FieldTheory.Finite.Extension,FieldTheory,0.3333,0.06,1.0,0.0,0.224,2
fieldext,field,Mathlib.Algebra.Field.Subfield.Basic,Algebra,0.1667,0.1556,1.0,0.0,0.2122,3
fieldext,field,Mathlib.Algebra.Field.Subfield.Defs,Algebra,0.1667,0.1519,1.0,0.0,0.2108,4
fieldext,field,Mathlib.Algebra.Order.Field.Subfield,Algebra,0.1667,0.1476,1.0,0.0,0.2091,5
fieldext,field,Mathlib.FieldTheory.KummerExtension,FieldTheory,0.2857,0.0422,1.0,0.0,0.2026,6
fieldext,field,Mathlib.FieldTheory.Minpoly.Field,FieldTheory,0.1667,0.0832,1.0,0.0909,0.2014,7
fieldext,field,Mathlib.FieldTheory.Minpoly.IsConjRoot,FieldTheory,0.1,0.0728,1.0,0.2,0.1991,8
fieldext,field,Mathlib.Algebra.Algebra.Field,Algebra,0.25,0.0445,1.0,0.0,0.1928,9
fieldext,field,Mathlib.FieldTheory.Normal.Basic,FieldTheory,0.1429,0.0466,1.0,0.125,0.1865,10
galois,field,Mathlib.FieldTheory.Finite.GaloisField,FieldTheory,0.2857,0.3099,1.0,0.0,0.3097,1
galois,field,Mathlib.FieldTheory.Galois.Basic,FieldTheory,0.3333,0.2679,1.0,0.0,0.3072,2
galois,field,Mathlib.FieldTheory.Extension,FieldTheory,0.4,0.208,1.0,0.0,0.3032,3
galois,field,Mathlib.FieldTheory.SplittingField.IsSplittingField,FieldTheory,0.1111,0.4243,1.0,0.0,0.3031,4
galois,field,Mathlib.FieldTheory.Galois.Abelian,FieldTheory,0.3333,0.2543,1.0,0.0,0.3017,5
galois,field,Mathlib.FieldTheory.Galois.Notation,FieldTheory,0.3333,0.2516,1.0,0.0,0.3007,6
galois,field,Mathlib.FieldTheory.Galois.Infinite,FieldTheory,0.3333,0.2489,1.0,0.0,0.2996,7
galois,field,Mathlib.FieldTheory.Galois.Profinite,FieldTheory,0.3333,0.2481,1.0,0.0,0.2992,8
galois,field,Mathlib.FieldTheory.Galois.NormalBasis,FieldTheory,0.25,0.2831,1.0,0.0,0.2883,9
galois,field,Mathlib.FieldTheory.SplittingField.Construction,FieldTheory,0.125,0.3679,1.0,0.0,0.2847,10
finfield,field,Mathlib.FieldTheory.Finite.Valuation,FieldTheory,0.3333,0.0336,1.0,0.0,0.2134,1
finfield,field,Mathlib.FieldTheory.Finite.Trace,FieldTheory,0.3333,0.033,1.0,0.0,0.2132,2
finfield,field,Mathlib.FieldTheory.Finite.Basic,FieldTheory,0.3333,0.0306,1.0,0.0,0.2122,3
finfield,field,Mathlib.FieldTheory.Finite.Polynomial,FieldTheory,0.3333,0.0296,1.0,0.0,0.2118,4
finfield,field,Mathlib.FieldTheory.Finite.Extension,FieldTheory,0.3333,0.0288,1.0,0.0,0.2115,5
finfield,field,Mathlib.FieldTheory.Finite.GaloisField,FieldTheory,0.2857,0.0383,1.0,0.0,0.201,6
finfield,field,Mathlib.Algebra.Order.Field.Canonical,Algebra,0.1667,0.1274,1.0,0.0,0.201,7
finfield,field,Mathlib.Algebra.Algebra.Field,Algebra,0.25,0.0225,1.0,0.0,0.184,8
finfield,field,Mathlib.NumberTheory.NumberField.FinitePlaces,NumberTheory,0.2222,0.0228,1.0,0.0,0.1758,9
finfield,field,Mathlib.Algebra.Field.Opposite,Algebra,0.2,0.023,1.0,0.0,0.1692,10
all_ssreflect,ssreflect,Mathlib.Data.Bool.AllAny,Data,0.125,0.1906,1.0,0.0,0.2137,1
all_ssreflect,ssreflect,Mathlib.Tactic,Tactic,0.25,0.0,1.0,0.0,0.175,2
all_ssreflect,ssreflect,Mathlib.Tactic.Order.CollectFacts,Tactic,0.125,0.0,1.0,0.1429,0.1661,3
all_ssreflect,ssreflect,Mathlib.Tactic.Use,Tactic,0.2,0.0,1.0,0.0,0.16,4
all_ssreflect,ssreflect,Mathlib.Tactic.Subsingleton,Tactic,0.2,0.0,1.0,0.0,0.16,5
all_ssreflect,ssreflect,Mathlib.Tactic.Common,Tactic,0.2,0.0,1.0,0.0,0.16,6
all_ssreflect,ssreflect,Mathlib.Tactic.TFAE,Tactic,0.2,0.0,1.0,0.0,0.16,7
all_ssreflect,ssreflect,Mathlib.Tactic.Spread,Tactic,0.2,0.0,1.0,0.0,0.16,8
all_ssreflect,ssreflect,Mathlib.Tactic.Variable,Tactic,0.2,0.0,1.0,0.0,0.16,9
all_ssreflect,ssreflect,Mathlib.Tactic.Field,Tactic,0.2,0.0,1.0,0.0,0.16,10
all,all,Mathlib.Data.Bool.AllAny,Data,0.2,0.2498,0.0,0.0,0.1599,1
all,all,Mathlib.Util.GetAllModules,Util,0.2,0.2344,0.0,0.0,0.1538,2
all,all,Mathlib.Algebra.Lie.Character,Algebra,0.0,0.0,0.0,0.125,0.025,3
all,all,Mathlib.Data.List.Intervals,Data,0.0,0.0,0.0,0.1111,0.0222,4
all,all,Mathlib.Algebra.Algebra.IsSimpleRing,Algebra,0.0,0.0,0.0,0.1111,0.0222,5
all,all,Mathlib.Algebra.Lie.BaseChange,Algebra,0.0,0.0,0.0,0.1111,0.0222,6
all,all,Mathlib.Algebra.Lie.Semisimple.Defs,Algebra,0.0,0.0,0.0,0.1111,0.0222,7
all,all,Mathlib.Algebra.Polynomial.DenomsClearable,Algebra,0.0,0.0,0.0,0.1111,0.0222,8
all,all,Mathlib.NumberTheory.ClassNumber.AdmissibleAbs,NumberTheory,0.0,0.0,0.0,0.1,0.02,9
all,all,Mathlib.GroupTheory.Perm.Subgroup,GroupTheory,0.0,0.0,0.0,0.1,0.02,10
vcharacter,character,Mathlib.RepresentationTheory.Character,RepresentationTheory,0.1667,0.0907,1.0,0.0,0.1863,1
vcharacter,character,Mathlib.GroupTheory.IndexNormal,GroupTheory,0.0,0.1375,1.0,0.0,0.155,2
vcharacter,character,Mathlib.GroupTheory.FiniteIndexNormalSubgroup,GroupTheory,0.0,0.1093,1.0,0.0,0.1437,3
vcharacter,character,Mathlib.GroupTheory.GroupExtension.Basic,GroupTheory,0.0,0.0042,1.0,0.2,0.1417,4
vcharacter,character,Mathlib.GroupTheory.FreeGroup.CyclicallyReduced,GroupTheory,0.0,0.0017,1.0,0.2,0.1407,5
vcharacter,character,Mathlib.GroupTheory.Index,GroupTheory,0.0,0.0872,1.0,0.0,0.1349,6
vcharacter,character,Mathlib.RepresentationTheory.Invariants,RepresentationTheory,0.0,0.0019,1.0,0.1667,0.1341,7
vcharacter,character,Mathlib.GroupTheory.Coxeter.Inversion,GroupTheory,0.0,0.0018,1.0,0.1667,0.1341,8
vcharacter,character,Mathlib.RepresentationTheory.FiniteIndex,RepresentationTheory,0.0,0.0658,1.0,0.0,0.1263,9
vcharacter,character,Mathlib.GroupTheory.GroupAction.SubMulAction.OfFixingSubgroup,GroupTheory,0.0,0.0011,1.0,0.125,0.1254,10
integral_char,character,Mathlib.RepresentationTheory.FinGroupCharZero,RepresentationTheory,0.1,0.0301,1.0,0.125,0.1671,1
integral_char,character,Mathlib.RepresentationTheory.Character,RepresentationTheory,0.1667,0.0348,1.0,0.0,0.1639,2
integral_char,character,Mathlib.GroupTheory.ClassEquation,GroupTheory,0.0,0.1249,1.0,0.0,0.15,3
integral_char,character,Mathlib.RepresentationTheory.Invariants,RepresentationTheory,0.0,0.0,1.0,0.2,0.14,4
integral_char,character,Mathlib.GroupTheory.GroupAction.Ring,GroupTheory,0.0,0.0574,1.0,0.0,0.123,5
integral_char,character,Mathlib.GroupTheory.PGroup,GroupTheory,0.0,0.0487,1.0,0.0,0.1195,6
integral_char,character,Mathlib.GroupTheory.PresentedGroup,GroupTheory,0.0,0.0453,1.0,0.0,0.1181,7
integral_char,character,Mathlib.GroupTheory.GroupAction.Period,GroupTheory,0.0,0.0441,1.0,0.0,0.1176,8
integral_char,character,Mathlib.GroupTheory.GroupAction.Iwasawa,GroupTheory,0.0,0.0441,1.0,0.0,0.1176,9
integral_char,character,Mathlib.GroupTheory.GroupAction.Blocks,GroupTheory,0.0,0.0441,1.0,0.0,0.1176,10
mxrepresentation,character,Mathlib.RepresentationTheory.Invariants,RepresentationTheory,0.1667,0.3042,1.0,0.1111,0.2939,1
mxrepresentation,character,Mathlib.RepresentationTheory.Subrepresentation,RepresentationTheory,0.1667,0.356,1.0,0.0,0.2924,2
mxrepresentation,character,Mathlib.RepresentationTheory.Intertwining,RepresentationTheory,0.1667,0.356,1.0,0.0,0.2924,3
mxrepresentation,character,Mathlib.RepresentationTheory.Coinvariants,RepresentationTheory,0.1667,0.356,1.0,0.0,0.2924,4
mxrepresentation,character,Mathlib.RepresentationTheory.Coinduced,RepresentationTheory,0.1667,0.356,1.0,0.0,0.2924,5
mxrepresentation,character,Mathlib.RepresentationTheory.Irreducible,RepresentationTheory,0.1667,0.3523,1.0,0.0,0.2909,6
mxrepresentation,character,Mathlib.RepresentationTheory.Semisimple,RepresentationTheory,0.1667,0.3419,1.0,0.0,0.2868,7
mxrepresentation,character,Mathlib.RepresentationTheory.AlgebraRepresentation.Basic,RepresentationTheory,0.125,0.3707,1.0,0.0,0.2858,8
mxrepresentation,character,Mathlib.RepresentationTheory.Submodule,RepresentationTheory,0.1667,0.3236,1.0,0.0,0.2795,9
mxrepresentation,character,Mathlib.RepresentationTheory.Maschke,RepresentationTheory,0.1667,0.3219,1.0,0.0,0.2788,10
inertia,character,Mathlib.GroupTheory.GroupExtension.Basic,GroupTheory,0.125,0.0157,1.0,0.25,0.1938,1
inertia,character,Mathlib.GroupTheory.Coxeter.Inversion,GroupTheory,0.1429,0.011,1.0,0.2,0.1873,2
inertia,character,Mathlib.GroupTheory.FreeGroup.CyclicallyReduced,GroupTheory,0.1,0.0168,1.0,0.25,0.1867,3
inertia,character,Mathlib.GroupTheory.Index,GroupTheory,0.1667,0.0488,1.0,0.0,0.1695,4
inertia,character,Mathlib.GroupTheory.Perm.Cycle.Factors,GroupTheory,0.125,0.01,1.0,0.125,0.1665,5
inertia,character,Mathlib.GroupTheory.GroupAction.SubMulAction.OfFixingSubgroup,GroupTheory,0.0714,0.0271,1.0,0.1429,0.1608,6
inertia,character,Mathlib.GroupTheory.PGroup,GroupTheory,0.1667,0.022,1.0,0.0,0.1588,7
inertia,character,Mathlib.GroupTheory.Commensurable,GroupTheory,0.1667,0.0193,1.0,0.0,0.1577,8
inertia,character,Mathlib.RepresentationTheory.FinGroupCharZero,RepresentationTheory,0.1,0.0056,1.0,0.125,0.1572,9
inertia,character,Mathlib.GroupTheory.Rank,GroupTheory,0.1667,0.016,1.0,0.0,0.1564,10
character,character,Mathlib.RepresentationTheory.Character,RepresentationTheory,0.5,0.1879,1.0,0.0,0.3251,1
character,character,Mathlib.RepresentationTheory.Irreducible,RepresentationTheory,0.2,0.1253,1.0,0.0,0.2101,2
character,character,Mathlib.RepresentationTheory.FiniteIndex,RepresentationTheory,0.1429,0.1269,1.0,0.0,0.1936,3
character,character,Mathlib.RepresentationTheory.Coinduced,RepresentationTheory,0.2,0.0714,1.0,0.0,0.1885,4
character,character,Mathlib.RepresentationTheory.Intertwining,RepresentationTheory,0.2,0.0714,1.0,0.0,0.1885,5
character,character,Mathlib.RepresentationTheory.Subrepresentation,RepresentationTheory,0.2,0.0714,1.0,0.0,0.1885,6
character,character,Mathlib.RepresentationTheory.Coinvariants,RepresentationTheory,0.2,0.0714,1.0,0.0,0.1885,7
character,character,Mathlib.RepresentationTheory.Submodule,RepresentationTheory,0.2,0.0649,1.0,0.0,0.1859,8
character,character,Mathlib.RepresentationTheory.Semisimple,RepresentationTheory,0.2,0.0627,1.0,0.0,0.1851,9
character,character,Mathlib.RepresentationTheory.Invariants,RepresentationTheory,0.2,0.061,1.0,0.0,0.1844,10
classfun,character,Mathlib.GroupTheory.ClassEquation,GroupTheory,0.125,0.051,1.0,0.0,0.1579,1
classfun,character,Mathlib.RepresentationTheory.Invariants,RepresentationTheory,0.0,0.001,1.0,0.2,0.1404,2
classfun,character,Mathlib.RepresentationTheory.FinGroupCharZero,RepresentationTheory,0.0,0.005,1.0,0.125,0.127,3
classfun,character,Mathlib.GroupTheory.Perm.Support,GroupTheory,0.0,0.0191,1.0,0.0,0.1077,4
classfun,character,Mathlib.GroupTheory.GroupAction.Support,GroupTheory,0.0,0.0187,1.0,0.0,0.1075,5
classfun,character,Mathlib.GroupTheory.Perm.Cycle.Type,GroupTheory,0.0,0.012,1.0,0.0,0.1048,6
classfun,character,Mathlib.RepresentationTheory.Character,RepresentationTheory,0.0,0.0089,1.0,0.0,0.1036,7
classfun,character,Mathlib.GroupTheory.Perm.Finite,GroupTheory,0.0,0.0081,1.0,0.0,0.1032,8
classfun,character,Mathlib.GroupTheory.DedekindFinite,GroupTheory,0.0,0.0079,1.0,0.0,0.1032,9
classfun,character,Mathlib.GroupTheory.FiniteAbelian.Basic,GroupTheory,0.0,0.0078,1.0,0.0,0.1031,10
mxabelem,character,Mathlib.RepresentationTheory.Invariants,RepresentationTheory,0.0,0.1228,1.0,0.1667,0.1825,1
mxabelem,character,Mathlib.RepresentationTheory.FinGroupCharZero,RepresentationTheory,0.0,0.1015,1.0,0.1111,0.1628,2
mxabelem,character,Mathlib.GroupTheory.FreeAbelianGroup,GroupTheory,0.1111,0.0645,1.0,0.0,0.1591,3
mxabelem,character,Mathlib.RepresentationTheory.AlgebraRepresentation.Basic,RepresentationTheory,0.0,0.1478,1.0,0.0,0.1591,4
mxabelem,character,Mathlib.GroupTheory.Coxeter.Matrix,GroupTheory,0.125,0.0521,1.0,0.0,0.1583,5
mxabelem,character,Mathlib.GroupTheory.FiniteAbelian.Basic,GroupTheory,0.1,0.0707,1.0,0.0,0.1583,6
mxabelem,character,Mathlib.GroupTheory.FiniteAbelian.Duality,GroupTheory,0.1,0.0706,1.0,0.0,0.1583,7
mxabelem,character,Mathlib.RepresentationTheory.Coinduced,RepresentationTheory,0.0,0.1437,1.0,0.0,0.1575,8
